Column Name,Description in Plain English,Logic / Formula,Source Table(s)
fashion> =3,,"analytics_insight.retail_seller_density.""fashion> =3""",analytics_insight.retail_seller_density
fashion> =4,,"analytics_insight.retail_seller_density.""fashion> =4""",analytics_insight.retail_seller_density
fashion> 5,,"analytics_insight.retail_seller_density.""fashion> 5""",analytics_insight.retail_seller_density
f&b>=1,,"analytics_insight.retail_seller_density.""f&b>=1""",analytics_insight.retail_seller_density
f&b>=2,,"analytics_insight.retail_seller_density.""f&b>=2""",analytics_insight.retail_seller_density
f&b>=3,,"analytics_insight.retail_seller_density.""f&b>=3""",analytics_insight.retail_seller_density
f&b>=4,,"analytics_insight.retail_seller_density.""f&b>=4""",analytics_insight.retail_seller_density
f&b> 5,,"analytics_insight.retail_seller_density.""f&b> 5""",analytics_insight.retail_seller_density
H&K >=1,,"analytics_insight.retail_seller_density.""H&K >=1""",analytics_insight.retail_seller_density
H&K >=2,,"analytics_insight.retail_seller_density.""H&K >=2""",analytics_insight.retail_seller_density
H&K >=3,,"analytics_insight.retail_seller_density.""H&K >=3""",analytics_insight.retail_seller_density
H&K >=4,,"analytics_insight.retail_seller_density.""H&K >=4""",analytics_insight.retail_seller_density
H&K > 5,,"analytics_insight.retail_seller_density.""H&K > 5""",analytics_insight.retail_seller_density
H&W >=1,,"analytics_insight.retail_seller_density.""H&W >=1""",analytics_insight.retail_seller_density
H&W >=2,,"analytics_insight.retail_seller_density.""H&W >=2""",analytics_insight.retail_seller_density
H&W >=3,,"analytics_insight.retail_seller_density.""H&W >=3""",analytics_insight.retail_seller_density
H&W >=4,,"analytics_insight.retail_seller_density.""H&W >=4""",analytics_insight.retail_seller_density
H&W > 5,,"analytics_insight.retail_seller_density.""H&W > 5""",analytics_insight.retail_seller_density
Elec >=1,,"analytics_insight.retail_seller_density.""Elec >=1""",analytics_insight.retail_seller_density
Elec >=2,,"analytics_insight.retail_seller_density.""Elec >=2""",analytics_insight.retail_seller_density
Elec >=3,,"analytics_insight.retail_seller_density.""Elec >=3""",analytics_insight.retail_seller_density
Elec >=4,,"analytics_insight.retail_seller_density.""Elec >=4""",analytics_insight.retail_seller_density
Elec > 5,,"analytics_insight.retail_seller_density.""Elec > 5""",analytics_insight.retail_seller_density
BPC >=1,,"analytics_insight.retail_seller_density.""BPC >=1""",analytics_insight.retail_seller_density
BPC >=2,,"analytics_insight.retail_seller_density.""BPC >=2""",analytics_insight.retail_seller_density
BPC >=3,,"analytics_insight.retail_seller_density.""BPC >=3""",analytics_insight.retail_seller_density
BPC >=4,,"analytics_insight.retail_seller_density.""BPC >=4""",analytics_insight.retail_seller_density
BPC > 5,,"analytics_insight.retail_seller_density.""BPC > 5""",analytics_insight.retail_seller_density
Appliances >=1,,"analytics_insight.retail_seller_density.""Appliances >=1""",analytics_insight.retail_seller_density
Appliances >=2,,"analytics_insight.retail_seller_density.""Appliances >=2""",analytics_insight.retail_seller_density
Appliances >=3,,"analytics_insight.retail_seller_density.""Appliances >=3""",analytics_insight.retail_seller_density
Appliances >=4,,"analytics_insight.retail_seller_density.""Appliances >=4""",analytics_insight.retail_seller_density
Appliances > 5,,"analytics_insight.retail_seller_density.""Appliances > 5""",analytics_insight.retail_seller_density
Seller - F&B,,"analytics_insight.retail_seller_density.""Seller - F&B""",analytics_insight.retail_seller_density
Seller - Grocery,,"analytics_insight.retail_seller_density.""Seller - Grocery""",analytics_insight.retail_seller_density
Seller - Fashion,,"analytics_insight.retail_seller_density.""Seller - Fashion""",analytics_insight.retail_seller_density
Seller - Health & Wellness,,"analytics_insight.retail_seller_density.""Seller - Health & Wellness""",analytics_insight.retail_seller_density
Seller - Home & Kitchen,,"analytics_insight.retail_seller_density.""Seller - Home & Kitchen""",analytics_insight.retail_seller_density
Seller - Electronics,,"analytics_insight.retail_seller_density.""Seller - Electronics""",analytics_insight.retail_seller_density
Seller - Appliances,,"analytics_insight.retail_seller_density.""Seller - Appliances""",analytics_insight.retail_seller_density
Seller - Beauty & Personal Care,,"analytics_insight.retail_seller_density.""Seller - Beauty & Personal Care""",analytics_insight.retail_seller_density
"▼ retail_sku_seller_bv   (view, 19 cols)",,,analytics_insight.retail_sku_seller_bv
Date,,"analytics_insight.retail_sku_seller_bv.""Date""",analytics_insight.retail_sku_seller_bv
uid,,"analytics_insight.retail_sku_seller_bv.""uid""",analytics_insight.retail_sku_seller_bv
seller_name,,"analytics_insight.retail_sku_seller_bv.""seller_name""",analytics_insight.retail_sku_seller_bv
provider_name,,"analytics_insight.retail_sku_seller_bv.""provider_name""",analytics_insight.retail_sku_seller_bv
pin_code,,"analytics_insight.retail_sku_seller_bv.""pin_code""",analytics_insight.retail_sku_seller_bv
category,,"analytics_insight.retail_sku_seller_bv.""category""",analytics_insight.retail_sku_seller_bv
cnt,,"analytics_insight.retail_sku_seller_bv.""cnt""",analytics_insight.retail_sku_seller_bv
statename,,"analytics_insight.retail_sku_seller_bv.""statename""",analytics_insight.retail_sku_seller_bv
Delivery City,,"analytics_insight.retail_sku_seller_bv.""Delivery City""",analytics_insight.retail_sku_seller_bv
Sub - Category,,"analytics_insight.retail_sku_seller_bv.""Sub - Category""",analytics_insight.retail_sku_seller_bv
provider_id,,"analytics_insight.retail_sku_seller_bv.""provider_id""",analytics_insight.retail_sku_seller_bv
Store Availability,,"analytics_insight.retail_sku_seller_bv.""Store Availability""",analytics_insight.retail_sku_seller_bv
Seller App,,"analytics_insight.retail_sku_seller_bv.""Seller App""",analytics_insight.retail_sku_seller_bv
build_id,,"analytics_insight.retail_sku_seller_bv.""build_id""",analytics_insight.retail_sku_seller_bv
modified_date,,"analytics_insight.retail_sku_seller_bv.""modified_date""",analytics_insight.retail_sku_seller_bv
FSSAI License No,,"analytics_insight.retail_sku_seller_bv.""FSSAI License No""",analytics_insight.retail_sku_seller_bv
Domain,,"analytics_insight.retail_sku_seller_bv.""Domain""",analytics_insight.retail_sku_seller_bv
Showcase Date,,"analytics_insight.retail_sku_seller_bv.""Showcase Date""",analytics_insight.retail_sku_seller_bv
CT - Social Sellers,,"analytics_insight.retail_sku_seller_bv.""CT - Social Sellers""",analytics_insight.retail_sku_seller_bv
"▼ retail_sku_seller_grouped   (view, 11 cols)",,,analytics_insight.retail_sku_seller_grouped
Seller App,,"analytics_insight.retail_sku_seller_grouped.""Seller App""",analytics_insight.retail_sku_seller_grouped
provider_name,,"analytics_insight.retail_sku_seller_grouped.""provider_name""",analytics_insight.retail_sku_seller_grouped
Date,,"analytics_insight.retail_sku_seller_grouped.""Date""",analytics_insight.retail_sku_seller_grouped
category,,"analytics_insight.retail_sku_seller_grouped.""category""",analytics_insight.retail_sku_seller_grouped
statename,,"analytics_insight.retail_sku_seller_grouped.""statename""",analytics_insight.retail_sku_seller_grouped
Delivery City,,"analytics_insight.retail_sku_seller_grouped.""Delivery City""",analytics_insight.retail_sku_seller_grouped
pin_code,,"analytics_insight.retail_sku_seller_grouped.""pin_code""",analytics_insight.retail_sku_seller_grouped
provider_key,,"analytics_insight.retail_sku_seller_grouped.""provider_key""",analytics_insight.retail_sku_seller_grouped
Store Availability,,"analytics_insight.retail_sku_seller_grouped.""Store Availability""",analytics_insight.retail_sku_seller_grouped
Aggeregate Count,,"analytics_insight.retail_sku_seller_grouped.""Aggeregate Count""",analytics_insight.retail_sku_seller_grouped
Bin,,"analytics_insight.retail_sku_seller_grouped.""Bin""",analytics_insight.retail_sku_seller_grouped
"▼ rls_buyer_np   (base table, 4 cols)",,,analytics_insight.rls_buyer_np
bapid,,"analytics_insight.rls_buyer_np.""bapid""",analytics_insight.rls_buyer_np
email_address,,"analytics_insight.rls_buyer_np.""email_address""",analytics_insight.rls_buyer_np
tsp,,"analytics_insight.rls_buyer_np.""tsp""",analytics_insight.rls_buyer_np
update_date,,"analytics_insight.rls_buyer_np.""update_date""",analytics_insight.rls_buyer_np
"▼ rls_seller_np   (base table, 5 cols)",,,analytics_insight.rls_seller_np
bppid,,"analytics_insight.rls_seller_np.""bppid""",analytics_insight.rls_seller_np
email_address,,"analytics_insight.rls_seller_np.""email_address""",analytics_insight.rls_seller_np
tsp,,"analytics_insight.rls_seller_np.""tsp""",analytics_insight.rls_seller_np
update_date,,"analytics_insight.rls_seller_np.""update_date""",analytics_insight.rls_seller_np
tsp_secondary,,"analytics_insight.rls_seller_np.""tsp_secondary""",analytics_insight.rls_seller_np
"▼ seller_np   (base table, 6 cols)",,,analytics_insight.seller_np
seller_np_name,,"analytics_insight.seller_np.""seller_np_name""",analytics_insight.seller_np
seller_np,,"analytics_insight.seller_np.""seller_np""",analytics_insight.seller_np
updated_date,,"analytics_insight.seller_np.""updated_date""",analytics_insight.seller_np
snp_mask,,"analytics_insight.seller_np.""snp_mask""",analytics_insight.seller_np
tsp_powered,,"analytics_insight.seller_np.""tsp_powered""",analytics_insight.seller_np
spoc_email,,"analytics_insight.seller_np.""spoc_email""",analytics_insight.seller_np
"▼ sheet_seller_sku   (view, 15 cols)",,,analytics_insight.sheet_seller_sku
Date,,"analytics_insight.sheet_seller_sku.""Date""",analytics_insight.sheet_seller_sku
uid,,"analytics_insight.sheet_seller_sku.""uid""",analytics_insight.sheet_seller_sku
seller_name,,"analytics_insight.sheet_seller_sku.""seller_name""",analytics_insight.sheet_seller_sku
provider_name,,"analytics_insight.sheet_seller_sku.""provider_name""",analytics_insight.sheet_seller_sku
pin_code,,"analytics_insight.sheet_seller_sku.""pin_code""",analytics_insight.sheet_seller_sku
category,,"analytics_insight.sheet_seller_sku.""category""",analytics_insight.sheet_seller_sku
cnt,,"analytics_insight.sheet_seller_sku.""cnt""",analytics_insight.sheet_seller_sku
bin,,"analytics_insight.sheet_seller_sku.""bin""",analytics_insight.sheet_seller_sku
statename,,"analytics_insight.sheet_seller_sku.""statename""",analytics_insight.sheet_seller_sku
Delivery City,,"analytics_insight.sheet_seller_sku.""Delivery City""",analytics_insight.sheet_seller_sku
Sub - Category,,"analytics_insight.sheet_seller_sku.""Sub - Category""",analytics_insight.sheet_seller_sku
provider_id,,"analytics_insight.sheet_seller_sku.""provider_id""",analytics_insight.sheet_seller_sku
Store Availability,,"analytics_insight.sheet_seller_sku.""Store Availability""",analytics_insight.sheet_seller_sku
Seller App,,"analytics_insight.sheet_seller_sku.""Seller App""",analytics_insight.sheet_seller_sku
provider_key,,"analytics_insight.sheet_seller_sku.""provider_key""",analytics_insight.sheet_seller_sku
"▼ sku_master   (base table, 17 cols)",,,analytics_insight.sku_master
Date,,"analytics_insight.sku_master.""Date""",analytics_insight.sku_master
uid,,"analytics_insight.sku_master.""uid""",analytics_insight.sku_master
seller_name,,"analytics_insight.sku_master.""seller_name""",analytics_insight.sku_master
provider_name,,"analytics_insight.sku_master.""provider_name""",analytics_insight.sku_master
pin_code,,"analytics_insight.sku_master.""pin_code""",analytics_insight.sku_master
category,,"analytics_insight.sku_master.""category""",analytics_insight.sku_master
cnt,,"analytics_insight.sku_master.""cnt""",analytics_insight.sku_master
statename,,"analytics_insight.sku_master.""statename""",analytics_insight.sku_master
Delivery City,,"analytics_insight.sku_master.""Delivery City""",analytics_insight.sku_master
Sub - Category,,"analytics_insight.sku_master.""Sub - Category""",analytics_insight.sku_master
provider_id,,"analytics_insight.sku_master.""provider_id""",analytics_insight.sku_master
Store Availability,,"analytics_insight.sku_master.""Store Availability""",analytics_insight.sku_master
